strain	date	url	pango_lineage	genbank_accession	S1_mutations	clade_membership	recency	mutational_fitness	epiweek	region	emerging_lineage	host	country	division	current_frequency	author	accession	originating_lab	submitting_lab	logistic_growth
PER/CoV-19_HRL-239/2020	2020-04-10		C.14	MW185826	1.00	20D	Older	0.04	202015	South America		Homo sapiens	Peru	Lambayeque		Aguilar Gamboa et al A				
PER/covper093/2020	2020-04-01		C.14	MW030229	1.00	20D	Older	0.03	202014	South America		Homo sapiens	Peru	Peru		Juscamayta et al Z				
PER/covper050/2020	2020-04-01		C.14	MW030194	1.00	20D	Older	0.04	202014	South America		Homo sapiens	Peru	Peru		Juscamayta et al AA				
PER/covper006/2020	2020-07-01		C.14	MW030237	1.00	20D	Older	0.05	202027	South America		Homo sapiens	Peru	Peru		Juscamayta et al AB				
PER/CoV-19_HRL-223/2020	2020-04-08		C.14	MW185824	1.00	20D	Older	0.04	202015	South America		Homo sapiens	Peru	Lambayeque		Aguilar Gamboa et al B				
PER/CoV-19_HRL-187/2020	2020-04-07		C.14	MW185825	1.00	20D	Older	0.05	202015	South America		Homo sapiens	Peru	Lambayeque		Aguilar Gamboa et al C				
PER/covper007/2020	2020-06-30		C.14	MW030238	1.00	20D	Older	0.04	202027	South America		Homo sapiens	Peru	Peru		Juscamayta et al AC				
PER/covper005/2020	2020-07-01		C.14	MW030236	1.00	20D	Older	0.05	202027	South America		Homo sapiens	Peru	Peru		Juscamayta et al AD				
PER/CoV-19_HRL-224/2020	2020-04-10		C.14	MW185823	1.00	20D	Older	0.04	202015	South America		Homo sapiens	Peru	Lambayeque		Aguilar Gamboa et al D				
PER/CoV-19_HRL-235/2020	2020-04-12		C.14	MW185827	1.00	20D	Older	0.04	202016	South America		Homo sapiens	Peru	Lambayeque		Aguilar Gamboa et al E				
PER/covper026/2020	2020-05-02		C.14	MW030257	1.00	20D	Older	0.03	202018	South America		Homo sapiens	Peru	Peru		Juscamayta et al AE				
PER/covper027/2020	2020-05-02		C.14	MW030258	1.00	20D	Older	0.04	202018	South America		Homo sapiens	Peru	Peru		Juscamayta et al AF				
PER/covper033/2020	2020-05-04		C.14	MW030264	1.00	20D	Older	0.04	202019	South America		Homo sapiens	Peru	Peru		Juscamayta et al AG				
PER/covper024/2020	2020-07-04		C.14	MW030255	1.00	20D	Older	0.04	202027	South America		Homo sapiens	Peru	Peru		Juscamayta et al AH				
PER/covper009/2020	2020-07-02		B.1.1.1	MW030240	1.00	20D	Older	0.03	202027	South America		Homo sapiens	Peru	Peru		Juscamayta et al AI				
PER/un-CDC-4033267-001/2020	2020-09-15		B.1.1.1	MZ323732	2.00	20D	Older	0.02	202038	South America		Homo sapiens	Peru	Peru		Kelleher et al A				
ARG/Cordoba-1568/2020	2020-09-16		C.32	MW633901	2.00	20D	Older	0.09	202038	South America		Homo sapiens	Argentina	Argentina		Castro et al M				
PER/covper045/2020	2020-05-04		B.1.1.1	MW030276	1.00	20D	Older	0.03	202019	South America		Homo sapiens	Peru	Peru		Juscamayta et al AJ				
CHL/Curacavi-PUC_MVL_0340/2020	2020-05-11		C.26	MW365067	1.00	20D	Older	0.04	202020	South America		Homo sapiens	Chile	Chile		Direct Submission et al AO				
CHL/Santiago-PUC_MVL_0414/2020	2020-05-13		C.26	MW365020	1.00	20D	Older	0.03	202020	South America		Homo sapiens	Chile	Chile		Direct Submission et al AP				
PER/cov001/2020	2020-04-01		B.1.1.1	MW023935	1.00	20D	Older	0.04	202014	South America		Homo sapiens	Peru	Peru		Juscamayta et al AK				
PER/covper001/2020	2020-07-03		B.1.1.1	MW030232	1.00	20D	Older	0.04	202027	South America		Homo sapiens	Peru	Peru		Juscamayta et al AL				
ARG/210615-23/2021	2021-06-14		C.37	OL989096	7.00	21G (Lambda)	Older	0.51	202124	South America		Homo sapiens	Argentina	Argentina		Zhao et al E				
Feliscatus/PER/UPCH_sc2_cat2/2021	2021-03-26		C.37	MZ496613	7.00	21G (Lambda)	Older	0.48	202112	South America		Felis catus	Peru	Peru		Schiaffino et al A				
Feliscatus/PER/UPCH_sc2_cat1/2021	2021-03-26		C.37	MZ496614	7.00	21G (Lambda)	Older	0.48	202112	South America		Felis catus	Peru	Peru		Schiaffino et al B				
CHL/AR-UFRO-0006/2021	2021-08-06		C.37	OM146079	7.00	21G (Lambda)	Older	0.49	202131	South America		Homo sapiens	Chile	Chile		Leyton-Carcaman et al BA				
Feliscatus/PER/UPCH_sc2_cat3/2021	2021-05-02		C.37	MZ496616	7.00	21G (Lambda)	Older	0.49	202118	South America		Felis catus	Peru	Peru		Schiaffino et al C				
PER/CF01402-SW-V0201/2021	2021-08-04		C.37	OL623728	7.00	21G (Lambda)	Older	0.50	202131	South America		Homo sapiens	Peru	Peru		Woodard et al A				
PER/UPCH_cov0467/2021	2021-03-10		C.37	MZ275300	8.00	21G (Lambda)	Older	0.48	202110	South America		Homo sapiens	Peru	Peru		Romero et al A		Instituto de Medicina Tropical Alexander Von Humboldt, Universidad Peruana Cayetano Heredia	Universidad Peruana Cayetano Heredia	
PER/UPCH_cov0372/2021	2021-01-01		C.37	MZ275287	7.00	21G (Lambda)	Older	0.50	202053	South America		Homo sapiens	Peru	Peru		Romero et al B		Instituto de Medicina Tropical Alexander Von Humboldt, Universidad Peruana Cayetano Heredia	Universidad Peruana Cayetano Heredia	
PER/UPCH_cov0468/2021	2021-03-08		C.37	MZ275301	7.00	21G (Lambda)	Older	0.51	202110	South America		Homo sapiens	Peru	Peru		Romero et al C		Instituto de Medicina Tropical Alexander Von Humboldt, Universidad Peruana Cayetano Heredia	Universidad Peruana Cayetano Heredia	
PER/un-CDC-4051677-001/2021	2021-01-20		C.37	MW938095	7.00	21G (Lambda)	Older	0.50	202103	South America		Homo sapiens	Peru	Peru		Li et al J				
PER/UPCH_cov0460/2021	2021-02-17		C.37	MZ275295	7.00	21G (Lambda)	Older	0.52	202107	South America		Homo sapiens	Peru	Peru		Romero et al D		Instituto de Medicina Tropical Alexander Von Humboldt, Universidad Peruana Cayetano Heredia	Universidad Peruana Cayetano Heredia	
PER/un-CDC-4051671-001/2021	2021-01-20		C.37	MW938091	8.00	21G (Lambda)	Older	0.51	202103	South America		Homo sapiens	Peru	Peru		Li et al K				
PER/un-CDC-4051679-001/2021	2021-01-30		C.37	MW938097	8.00	21G (Lambda)	Older	0.50	202104	South America		Homo sapiens	Peru	Peru		Li et al L				
PER/UPCH_cov0461/2021	2021-02-26		C.37	MZ275296	8.00	21G (Lambda)	Older	0.54	202108	South America		Homo sapiens	Peru	Peru		Romero et al E		Instituto de Medicina Tropical Alexander Von Humboldt, Universidad Peruana Cayetano Heredia	Universidad Peruana Cayetano Heredia	
PER/UPCH_cov0464/2021	2021-03-13		C.37	MZ275299	8.00	21G (Lambda)	Older	0.51	202110	South America		Homo sapiens	Peru	Peru		Romero et al F		Instituto de Medicina Tropical Alexander Von Humboldt, Universidad Peruana Cayetano Heredia	Universidad Peruana Cayetano Heredia	
PER/UPCH_cov0446/2021	2021-02-13		C.37	MZ275291	8.00	21G (Lambda)	Older	0.53	202106	South America		Homo sapiens	Peru	Peru		Romero et al G		Instituto de Medicina Tropical Alexander Von Humboldt, Universidad Peruana Cayetano Heredia	Universidad Peruana Cayetano Heredia	
PER/UPCH_cov0431/2021	2021-02-02		C.37	MZ275288	7.00	21G (Lambda)	Older	0.51	202105	South America		Homo sapiens	Peru	Peru		Romero et al H		Laboratorio de Referencia Nacional de Virus Respiratorios, Instituto Nacional de Salud Peru	Universidad Peruana Cayetano Heredia	
PER/un-CDC-4051672-001/2021	2021-01-22		C.37	MW938092	7.00	21G (Lambda)	Older	0.51	202103	South America		Homo sapiens	Peru	Peru		Li et al M				
PER/UPCH_cov0459/2021	2021-03-11		C.37	MZ275294	7.00	21G (Lambda)	Older	0.51	202110	South America		Homo sapiens	Peru	Peru		Romero et al I		Instituto de Medicina Tropical Alexander Von Humboldt, Universidad Peruana Cayetano Heredia	Universidad Peruana Cayetano Heredia	
PER/un-CDC-4051687-001/2021	2021-02-10		C.37	MW938100	8.00	21G (Lambda)	Older	0.50	202106	South America		Homo sapiens	Peru	Peru		Li et al N				
PER/un-CDC-4051688-001/2021	2021-02-16		C.37	MW938101	8.00	21G (Lambda)	Older	0.50	202107	South America		Homo sapiens	Peru	Peru		Li et al O				
PER/UPCH_cov0434/2021	2021-01-30		C.37	MZ275289	7.00	21G (Lambda)	Older	0.51	202104	South America		Homo sapiens	Peru	Peru		Romero et al J		Laboratorio de Referencia Nacional de Virus Respiratorios, Instituto Nacional de Salud Peru	Universidad Peruana Cayetano Heredia	
PER/CF01702-SW-V0201/2021	2021-08-04		C.37	OL623678	7.00	21G (Lambda)	Older	0.50	202131	South America		Homo sapiens	Peru	Peru		Woodard et al B				
PER/CF00200-SW-V0101/2021	2021-08-04		C.37	OL622102	7.00	21G (Lambda)	Older	0.50	202131	South America		Homo sapiens	Peru	Peru		Woodard et al C				
PER/CF00201-SW-V0201/2021	2021-08-04		C.37	OL623729	7.00	21G (Lambda)	Older	0.50	202131	South America		Homo sapiens	Peru	Peru		Woodard et al D				
PER/CF00201-SW-V0401/2021	2021-08-04		C.37	OL623705	7.00	21G (Lambda)	Older	0.50	202131	South America		Homo sapiens	Peru	Peru		Woodard et al E				
PER/UPCH_cov0449/2021	2021-03-01		C.37	MZ275292	9.00	21G (Lambda)	Older	0.50	202109	South America		Homo sapiens	Peru	Peru		Romero et al K		Instituto de Medicina Tropical Alexander Von Humboldt, Universidad Peruana Cayetano Heredia	Universidad Peruana Cayetano Heredia	
PER/un-CDC-4051674-001/2021	2021-01-22		C.37	MW938094	8.00	21G (Lambda)	Older	0.51	202103	South America		Homo sapiens	Peru	Peru		Li et al P				
PER/un-CDC-4051678-001/2021	2021-01-29		C.37	MW938096	8.00	21G (Lambda)	Older	0.51	202104	South America		Homo sapiens	Peru	Peru		Li et al Q				
PER/UPCH_cov0463/2021	2021-03-03		C.37	MZ275298	7.00	21G (Lambda)	Older	0.50	202109	South America		Homo sapiens	Peru	Peru		Romero et al L		Instituto de Medicina Tropical Alexander Von Humboldt, Universidad Peruana Cayetano Heredia	Universidad Peruana Cayetano Heredia	
PER/UPCH_cov0462/2021	2021-03-08		C.37	MZ275297	7.00	21G (Lambda)	Older	0.50	202110	South America		Homo sapiens	Peru	Peru		Romero et al M		Instituto de Medicina Tropical Alexander Von Humboldt, Universidad Peruana Cayetano Heredia	Universidad Peruana Cayetano Heredia	
PER/un-CDC-4051673-001/2021	2021-01-22		C.37	MW938093	7.00	21G (Lambda)	Older	0.51	202103	South America		Homo sapiens	Peru	Peru		Li et al R				
PER/UPCH_cov0470/2021	2021-03-17		C.37	MZ275302	7.00	21G (Lambda)	Older	0.50	202111	South America		Homo sapiens	Peru	Peru		Romero et al N		Instituto de Medicina Tropical Alexander Von Humboldt, Universidad Peruana Cayetano Heredia	Universidad Peruana Cayetano Heredia	
PER/UPCH_cov0452/2021	2021-02-13		C.37	MZ275293	7.00	21G (Lambda)	Older	0.51	202106	South America		Homo sapiens	Peru	Peru		Romero et al O		Instituto de Medicina Tropical Alexander Von Humboldt, Universidad Peruana Cayetano Heredia	Universidad Peruana Cayetano Heredia	
PER/UPCH_cov0438/2021	2021-01-30		C.37	MZ275290	7.00	21G (Lambda)	Older	0.48	202104	South America		Homo sapiens	Peru	Peru		Romero et al P		Laboratorio de Referencia Nacional de Virus Respiratorios, Instituto Nacional de Salud Peru	Universidad Peruana Cayetano Heredia	
DOM/3002833686_697509/2021	2021-05-10		C.37.1	ON017754	9.00	21G (Lambda)	Older	0.50	202119	North America		Homo sapiens	Dominican Republic	Dominican Republic		Miguel et al C				
Peru/PE-LMA-UW21070382842/2021	2021-07-03		C.37	ON080881	7.00	21G (Lambda)	Older	0.49	202126	South America		Homo sapiens	Peru	Peru		Roychoudhury et al T				
Chile/CL-RM-UW21071349152/2021	2021-07-13		C.37	ON080877	8.00	21G (Lambda)	Older	0.49	202128	South America		Homo sapiens	Chile	Chile		Roychoudhury et al U				
USA/AL-UAB-GX261/2021	2021-05-02		C.37	MZ512341	7.00	21G (Lambda)	Older	0.50	202118	North America		Homo sapiens	USA	Alabama		Moates et al A				
PER/un-CDC-4051692-001/2021	2021-02-20		C.37	MW938103	7.00	21G (Lambda)	Older	0.51	202107	South America		Homo sapiens	Peru	Peru		Li et al S				
PER/CF00700-SW-V0101/2021	2021-08-04		C.37	OL622098	6.00	21G (Lambda)	Older	0.48	202131	South America		Homo sapiens	Peru	Peru		Woodard et al F				
PER/CF02000-SW-V0101/2021	2021-08-04		C.37	OL682019	4.00	21G (Lambda)	Older	0.44	202131	South America		Homo sapiens	Peru	Peru		Woodard et al G				
PER/CF01201-SW-V0201/2021	2021-08-04		C.37	OL622099	6.00	21G (Lambda)	Older	0.51	202131	South America		Homo sapiens	Peru	Peru		Woodard et al H				
PER/CF01201-SW-V0301/2021	2021-08-04		C.37	OL623819	6.00	21G (Lambda)	Older	0.51	202131	South America		Homo sapiens	Peru	Peru		Woodard et al I				
PER/CF00100-SW-V0101/2021	2021-08-04		C.37	OL623733	6.00	21G (Lambda)	Older	0.50	202131	South America		Homo sapiens	Peru	Peru		Woodard et al J				
PER/CF00102-SW-V0201/2021	2021-08-04		C.37	OL682020	6.00	21G (Lambda)	Older	0.50	202131	South America		Homo sapiens	Peru	Peru		Woodard et al K				
PER/CF00802-SW-V0201/2021	2021-08-04		C.37	OL622104	6.00	21G (Lambda)	Older	0.49	202131	South America		Homo sapiens	Peru	Peru		Woodard et al L				
PER/CF00800-SW-V0101/2021	2021-08-04		C.37	OL682022	6.00	21G (Lambda)	Older	0.51	202131	South America		Homo sapiens	Peru	Peru		Woodard et al M				
PER/un-CDC-3958043-001/2020	2020-08-20		B.1.1.1	MZ323729	1.00	20D	Older	0.03	202034	South America		Homo sapiens	Peru	Peru		Kelleher et al B				
PRY/WOR12903A609_202103267_2-4710520/2020	2020-03-22		B.1.1.1	ON017184	1.00	20D	Older	0.04	202013	South America		Homo sapiens	Paraguay	Paraguay		Vazquez et al AZ				
SouthAfrica/NHLS-UCT-GS-0060/2020	2020-03-25		B.1.1.1	OM725348	1.00	20D	Older	0.04	202013	Africa		Homo sapiens	South Africa	South Africa		Tegally et al R				
DJI/NAMRU3_E106/2020	2020-07-25		B.1.1.1	OK018272	1.00	20D	Older	0.03	202030	Africa		Homo sapiens	Djibouti	Djibouti		Arnold et al AJ				
LR963296	2020-05-21		C.36	LR963296	1.00	20D	Older	0.05	202021	Europe		Homo sapiens	Switzerland	Bern		Lebrand et al		Institute of Infectious Diseases,Friedbühlstrasse 51, Bern	Institute for Infectious Diseases, University of Bern, Switzerland	
EGY/PHARCO-ARMY47/2021	2021-03-13		C.36	MW831573	2.00	20D	Older	0.07	202110	Africa		Homo sapiens	Egypt	Egypt		Helmy et al A				
EGY/CUNCI-HGC9I034/2020	2020-12-25		C.36	MW504616	3.00	20D	Older	0.07	202052	Africa		Homo sapiens	Egypt	Egypt		Zekri et al H				
EGY/EGY-ARMY-MCL002/2020	2020-11-19		C.36	MW547413	2.00	20D	Older	0.08	202047	Africa		Homo sapiens	Egypt	Egypt		Seadawy et al F				
EGY/EGY-ARMY-MCL008/2020	2020-11-19		C.36	MW547416	2.00	20D	Older	0.08	202047	Africa		Homo sapiens	Egypt	Egypt		Seadawy et al G				
EGY/EGY-ARMY-MCL005/2020	2020-11-19		C.36	MW547415	2.00	20D	Older	0.08	202047	Africa		Homo sapiens	Egypt	Egypt		Seadawy et al H				
EGY/PHARCO-ARMY30/2021	2021-02-09		C.36	MW829331	2.00	20D	Older	0.08	202106	Africa		Homo sapiens	Egypt	Egypt		Helmy et al B				
EGY/PHARCO-ARMY34/2021	2021-02-09		C.36	MW829335	2.00	20D	Older	0.08	202106	Africa		Homo sapiens	Egypt	Egypt		Helmy et al C				
EGY/PHARCO-ARMY35/2021	2021-02-09		C.36	MW829336	2.00	20D	Older	0.08	202106	Africa		Homo sapiens	Egypt	Egypt		Helmy et al D				
SAU/KAIMRC-S197/2020	2020-12-15		C.17	MZ895666	4.00	20D	Older	0.20	202051	Asia		Homo sapiens	Saudi Arabia	Riyadh		Alghoribi et al B				
EGY/CUNCI-HGC8I034/2020	2020-12-25		C.36	MW495065	3.00	20D	Older	0.24	202052	Africa		Homo sapiens	Egypt	Egypt		Zekri et al I				
EGY/PHARCO-ARMY54/2021	2021-03-22		C.36	MW831580	3.00	20D	Older	0.24	202112	Africa		Homo sapiens	Egypt	Egypt		Helmy et al E				
EGY/CCHE57357_Wave_3_A004/2021	2021-05-01		C.36.3	MZ380245	4.00	20D	Older	0.47	202117	Africa		Homo sapiens	Egypt	Egypt		Hatem et al K				
EGY/CCHE57357_W3_A093/2021	2021-05-17		C.36.3	OK001887	4.00	20D	Older	0.41	202120	Africa		Homo sapiens	Egypt	Egypt		Hatem et al L				
LKA/KDU9116/2021	2021-04-26		C.17	MZ801830	3.00	20D	Older	0.38	202117	Asia		Homo sapiens	Sri Lanka	Sri Lanka		Jayasinghearachchi et al				
EGY/Third-Wave-EGY-ARMY56/2021	2021-04-18		C.17	MZ043019	3.00	20D	Older	0.36	202116	Africa		Homo sapiens	Egypt	Egypt		Seadawy et al I				
EGY/Third-Wave-EGY-ARMY33/2021	2021-04-09		C.17	MZ042994	3.00	20D	Older	0.35	202114	Africa		Homo sapiens	Egypt	Egypt		Seadawy et al J				
EGY/Third-Wave-EGY-ARMY54/2021	2021-04-18		C.17	MZ043017	3.00	20D	Older	0.34	202116	Africa		Homo sapiens	Egypt	Egypt		Seadawy et al K				
PER/un-CDC-3958462-001/2020	2020-08-15		B.1.1.1	MZ323726	1.00	20D	Older	0.01	202033	South America		Homo sapiens	Peru	Peru		Kelleher et al C				
PER/un-CDC-3959175-001/2020	2020-08-21		B.1.1.1	MZ323731	1.00	20D	Older	0.03	202034	South America		Homo sapiens	Peru	Peru		Kelleher et al D				
PER/covper010/2020	2020-07-04		B.1.1.1	MW030241	1.00	20D	Older	0.04	202027	South America		Homo sapiens	Peru	Peru		Juscamayta et al AM				
PER/covper029/2020	2020-05-02		B.1.1.1	MW030260	1.00	20D	Older	0.04	202018	South America		Homo sapiens	Peru	Peru		Juscamayta et al AN				
PER/un-CDC-4033329-001/2020	2020-10-05		B.1.1.1	MZ323733	1.00	20D	Older	0.03	202041	South America		Homo sapiens	Peru	Peru		Kelleher et al E				
PER/un-CDC-4033364-001/2020	2020-10-15		B.1.1.1	MZ323735	1.00	20D	Older	0.03	202042	South America		Homo sapiens	Peru	Peru		Kelleher et al F				
PER/covper021/2020	2020-07-01		C.32	MW030252	1.00	20D	Older	0.04	202027	South America		Homo sapiens	Peru	Peru		Juscamayta et al AO				
PER/covper017/2020	2020-07-04		C.32	MW030248	1.00	20D	Older	0.03	202027	South America		Homo sapiens	Peru	Peru		Juscamayta et al AP				
SRB/SU19854-17-06/2020	2020-06-16		C.35	MW315965	1.00	20D	Older	0.04	202025	Europe		Homo sapiens	Serbia	Serbia		Vidanovic et al D				
OU471393	2020-07-06		C.35	OU471393	1.00	20D	Older	0.03	202028	Europe		Homo sapiens	Italy	Friuli Venezia Giulia		Bazzocchi et al		ARGO Open Lab Platform for Genome Sequencing	federica bazzocchi	
SRB/NSNIVNS61-01-11/2020	2020-11-01		C.35	MW548717	1.00	20D	Older	0.08	202045	Europe		Homo sapiens	Serbia	South Bačka District		Vidanovic et al E				
SRB/SA00002-05-08/2020	2020-08-04		C.35	MW485246	1.00	20D	Older	0.04	202032	Europe		Homo sapiens	Serbia	Sabac		Vidanovic et al F				
NZL/20VR3879/2020	2020-07-23		C.35	OK426767	1.00	20D	Older	0.04	202030	Oceania		Homo sapiens	New Zealand	Auckland		Ren et al BB		Middlemore Hospital	Institute of Environmental Science and Research	
USA/OK-QDX-3335/2020	2020-09-16		C.23	MW522476	1.00	20D	Older	0.07	202038	North America		Homo sapiens	USA	Oklahoma		Rosenthal et al AH				
PAK/IoM-I/2021	2021-01-07		B.1.1.1	MZ348899	1.00	20D	Older	0.06	202101	Asia		Homo sapiens	Pakistan	Pakistan		Yaqub et al				
PER/covper018/2020	2020-07-03		C.4	MW030249	1.00	20D	Older	0.04	202027	South America		Homo sapiens	Peru	Peru		Juscamayta et al AQ				
PER/un-CDC-3958226-001/2020	2020-08-18		C.4	MZ323727	1.00	20D	Older	0.04	202034	South America		Homo sapiens	Peru	Peru		Kelleher et al G				
PER/un-CDC-4051669-001/2021	2021-01-18		C.4	MW938090	3.00	20D	Older	0.10	202103	South America		Homo sapiens	Peru	Peru		Li et al T				
PER/un-CDC-4051668-001/2021	2021-01-18		C.4	MW938089	3.00	20D	Older	0.10	202103	South America		Homo sapiens	Peru	Peru		Li et al U				
PER/un-CDC-4051681-001/2021	2021-02-02		C.4	MW938098	2.00	20D	Older	0.03	202105	South America		Homo sapiens	Peru	Peru		Li et al V				
PER/un-CDC-4051683-001/2021	2021-02-09		C.4	MW938099	2.00	20D	Older	0.03	202106	South America		Homo sapiens	Peru	Peru		Li et al W				
PER/covper004/2020	2020-07-01		B.1.1.1	MW030235	1.00	20D	Older	0.04	202027	South America		Homo sapiens	Peru	Peru		Juscamayta et al AR				
TUN/TUN_ADAGE_14-17873/2020	2020-10-14		B.1.1.1	MW452531	1.00	20D	Older	0.04	202042	Africa		Homo sapiens	Tunisia	Tunisia		Souissi et al F				
PER/un-CDC-3958735-001/2020	2020-09-10		B.1.1.1	MZ323730	1.00	20D	Older	0.04	202037	South America		Homo sapiens	Peru	Peru		Kelleher et al H				
NZL/20CV0079/2020	2020-08-14		C.12	OK426613	1.00	20D	Older	0.06	202033	Oceania		Homo sapiens	New Zealand	Canterbury		Ren et al BC		Canterbury Health Laboratories	Institute of Environmental Science and Research	
NZL/20CV0069/2020	2020-08-16		C.12	OK426917	1.00	20D	Older	0.03	202034	Oceania		Homo sapiens	New Zealand	Auckland		Ren et al BD		LabPLUS	Institute of Environmental Science and Research	
NZL/20CV0218/2020	2020-09-01		C.12	OK426582	1.00	20D	Older	0.04	202036	Oceania		Homo sapiens	New Zealand	Auckland		Ren et al BE		North Shore Hospital	Institute of Environmental Science and Research	
NZL/20CV0145/2020	2020-08-23		C.12	OK427185	1.00	20D	Older	0.04	202035	Oceania		Homo sapiens	New Zealand	Auckland		Ren et al BF		LabPLUS	Institute of Environmental Science and Research	
NZL/20VR3920/2020	2020-08-13		C.12	OK426621	1.00	20D	Older	0.04	202033	Oceania		Homo sapiens	New Zealand	Waikato		Ren et al BG		Waikato Hospital	Institute of Environmental Science and Research	
NZL/20VR3919/2020	2020-08-13		C.12	OK426982	1.00	20D	Older	0.04	202033	Oceania		Homo sapiens	New Zealand	Waikato		Ren et al BH		Waikato Hospital	Institute of Environmental Science and Research	
BRA/MT21774/2020	2020-07-12		B.1.1	MW962307	1.00	20B	Older	0.06	202029	South America		Homo sapiens	Brazil	Mato Grosso		Ferreira et al B				
BRA/TO-NXBS2277GENOV70975091105/2021	2021-06-07		P.1	ON576524	6.00	20J (Gamma, V3)	One month ago	0.41	202123	South America		Homo sapiens	Brazil	Brazil		Guarischi et al BE				
BRA/CD1739-P4/2020	2020-12-21		P.1	MZ264787	9.00	20J (Gamma, V3)	Older	0.46	202052	South America		Homo sapiens	Brazil	Amazonas BR		Cunha et al				
VEN/Dtt24/2021	2021-04-18		P.1	MZ611969	10.00	20J (Gamma, V3)	Older	0.54	202116	South America		Homo sapiens	Venezuela	Venezuela		Pujol et al D				
VEN/Bol5332/2021	2021-02-10		P.1	MZ611959	10.00	20J (Gamma, V3)	Older	0.49	202106	South America		Homo sapiens	Venezuela	Venezuela		Pujol et al E				
VEN/DeA1365/2021	2021-04-17		P.1	MZ611967	11.00	20J (Gamma, V3)	Older	0.50	202115	South America		Homo sapiens	Venezuela	Venezuela		Pujol et al F				
VEN/Bol4715/2021	2021-01-01		P.1	MZ611956	11.00	20J (Gamma, V3)	Older	0.52	202053	South America		Homo sapiens	Venezuela	Venezuela		Pujol et al G				
VEN/Bol4717/2021	2021-01-21		P.1	MZ611958	11.00	20J (Gamma, V3)	Older	0.52	202103	South America		Homo sapiens	Venezuela	Venezuela		Pujol et al H				
VEN/Bol4720/2021	2021-01-21		P.1	MZ611957	11.00	20J (Gamma, V3)	Older	0.52	202103	South America		Homo sapiens	Venezuela	Venezuela		Pujol et al I				
